"species","lon","lat","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"Lagothrix.flavicauda",-76.874972,-8.656389,158.205995868667,151.379833758209,81.2463324835837,612.280722901507,243.086501626876,57.6996643522502,185.386837274625,160.205995868667,149.205995868667,165.332834110459,149.205995868667,816.161536438785,121.880165274625,16.6201662417914,54.5063315164169,326.515001582081,54.9873369671663,276.791695647747,54.9873369671663
"Lagothrix.flavicauda",-76.791111,-8.651778,179.174942545529,147.89561869517,82.7840893262075,631.585992042745,260.166666566906,82.7194211765669,177.44724539034,181.541801197944,169.317614545529,186.174942545529,169.317614545529,848.972181219312,122.301230673791,22.9151426310372,48.5287600427543,331.293417326204,74.6721892193196,268.581438759299,74.6721892193196
"Lagothrix.flavicauda",-77.289528,-6.124583,197.108072740598,99.9090561656363,75.0951189281299,531.901772862448,261.994381359351,129.180444121845,132.813937237506,197.108072740598,190.618080740597,204.108072740598,190.618080740597,1123.21963586862,141.539615834364,56.2473987624929,27.6574823093772,361.909009812468,177.937239668724,312.531265646832,177.937239668724
"Lagothrix.flavicauda",-77.912667,-5.72825,177.344936176003,108,81,431.041823200007,243.353824352003,111.353824352003,132,176.949816352003,170.353824352003,182.366936176003,170.353824352003,1054.46845687999,122.626880175999,55.6839919999987,23.5739919999998,329.149776351998,188.859991999997,275.295800352,188.859991999997
"Lagothrix.flavicauda",-78.067833,-5.530667,173.229562145346,108.962629407808,82.8244062718719,426.504223776576,240.131777281282,108.993554145346,131.138223135936,173.131777281282,167.229562145346,179.101570145346,167.229562145346,1212.36042160159,129.663139456256,70.1639839999992,18.2360080000002,361.312980096895,244.871481728125,308.406669184383,244.871481728125
"Lagothrix.flavicauda",-78.251,-5.641667,151.79571587202,115.589987039998,84.5715961920005,408.368827455992,219.804911296019,83.7865204480211,136.018390847998,151.324111680019,145.267320064021,155.84331206402,145.267320064021,1143.23843721596,126.350348927992,61.8375672319975,20.4284038079995,338.625919199989,212.594302847995,309.347880319982,212.594302847995
"Lagothrix.flavicauda",-77.519222,-6.342972,168.397257003012,113.583517749247,79.2969539164154,489.203039086595,237.110693170181,95.1210832537644,141.989609916416,169.110693170181,161.110693170181,174.11069317018,161.110693170181,927.721268077554,132.937035498494,36.335625916415,37.7313280000002,330.654461080571,112.978595832829,273.497815665661,112.978595832829
"Lagothrix.flavicauda",-76.696,-8.613333,181.812121311988,145.956438528003,82.5600159999993,624.57347296001,262.38944620799,86.8396907839846,175.549755424005,183.592129311987,172.016121311988,188.236113311988,172.016121311988,934.706204447961,129.929318207997,28.4213582079948,44.7755361600041,353.159962623991,92.1049529919842,293.47235984,92.1049529919842
"Lagothrix.flavicauda",-77.141167,-8.11725,168.918308832001,145.545338048,83,656.139341760003,247.812812368001,74.3026398080012,173.510172559999,171.232308832001,158.883143344001,175.806316832001,158.883143344001,863.640511807997,136.093165487999,21.5666539520005,52.3981805599995,348.480645951998,66.8471193440014,277.744858511998,66.8471193440014
"Lagothrix.flavicauda",-77.746528,-5.668,182.471617407998,104.044347520001,79.9113390080003,459.279977983998,248.161286911998,118.028278399997,130.133008512,182.161286911998,176.249947903997,188.666619903998,176.249947903997,1159.00589388799,131.051328,64.987327999999,20.7536695040005,354.928302463996,219.738308479996,299.497635455997,219.738308479996
"Lagothrix.flavicauda",-77.764528,-5.671806,177.612120219129,105.398384995842,80.4346851983366,457.186597603326,243.517790818298,112.554091020793,130.963699797505,177.517790818298,171.083105619961,183.931777619961,171.083105619961,1146.23066322328,130.527983999999,64.2812959999989,21.1523585991687,351.273476607483,216.424143004155,295.934151409147,216.424143004155
"Lagothrix.flavicauda",-77.184722,-8.141889,149.443602943872,149.672951438209,81.9783194382081,639.417663168374,232.176914943872,50.6822989438712,181.494616000001,153.282266943872,139.443602943872,156.443602943872,139.443602943872,832.557326179701,133.262311438207,17.2386959999995,57.6946320000007,344.65633656179,52.0261371235815,286.29803537075,52.0261371235815
"Lagothrix.flavicauda",-77.454139,-7.351528,165.36832360499,136.985546248961,82.6259531502076,628.742957802503,240.991167004159,76.7821133560295,164.209053648129,167.867620755198,155.36832360499,171.36832360499,155.36832360499,936.27993313357,148.210459347713,22.6006639999998,51.2740856995843,375.48254264397,72.9286479999986,291.021196240641,72.9286479999986
"Lagothrix.flavicauda",-77.739944,-5.923917,144.619813867524,113.207704639743,81.5003282132479,448.903031360254,212.428493867524,74.7211174410288,137.707376426495,145.361157867524,137.619813867524,150.203805441028,137.619813867524,1043.44543722134,135.100105279485,49.9100408529898,28.6909917867526,340.284587625207,161.017106772216,290.278948264949,161.017106772216
"Lagothrix.flavicauda",-76.751333,-8.38075,196.229270479993,140.362517104003,84.2980159999992,595.69035283201,272.357811583994,106.86675337599,165.491058208005,198.866697375992,186.697278479992,202.229270479993,186.697278479992,1133.85470639989,149.074589647991,44.8009380639914,37.8945091040031,403.517484527972,141.402814191974,343.554061903969,141.402814191974
"Lagothrix.flavicauda",-76.718639,-8.411306,192.289812989565,141.587951177089,83.7807957812479,608.749907937546,269.446054687486,101.701861812476,167.74419287501,194.759630249981,183.012294249981,199.072659729149,183.012294249981,1088.15499520815,144.897716166653,40.8956652083165,39.2119591770894,391.572417541621,129.528156885366,334.506458364531,129.528156885366
"Lagothrix.flavicauda",-77.096194,-6.451861,185.802455040892,110.665783504258,77.8955890579207,526.385224660994,253.01522026406,112.245025817723,140.770194446337,185.523740429307,178.523740429307,192.802455040892,178.523740429307,1091.35855279386,145.644362281089,51.7593093884151,31.2127652231683,366.118364231683,159.907810942078,308.97154839693,159.907810942078
"Lagothrix.flavicauda",-77.387556,-5.894694,211.511319354355,93.2792802979891,73.1396401489945,552.70840139059,274.070183453684,146.957887304689,127.112296148995,210.516751404019,204.538663354354,218.296183453683,204.538663354354,1242.76738832475,143.816655702005,67.963015851002,22.7520880496649,379.289702957023,218.379439404012,339.085734659031,218.379439404012
"Lagothrix.flavicauda",-77.460972,-7.320639,154.161826283009,139.70016719104,82.8899617617918,610.241581141513,230.211307235841,63.0249870919692,167.186320143872,155.442460044801,144.161826283009,160.161826283009,144.161826283009,975.307476818424,153.625052620287,22.4366719999998,52.3927324764161,389.65302090803,73.9193439999987,311.103624719356,73.9193439999987
"Lagothrix.flavicauda",-77.3,-8.28,102.417999999993,151.625999999999,80,693.692000000025,187.043999999993,-0.736000000006898,187.78,107.091999999994,92.0439999999928,109.483999999993,92.0439999999928,829.350000000042,133.700000000007,10.3740000000006,62.6259999999994,350.936000000016,37.5620000000024,301.354000000012,37.5620000000024
"Lagothrix.flavicauda",-78.06783333,-5.064,240.451040945596,100.251391842881,83.8720000799997,422.301469334091,302.702432788477,183.323041025596,119.379391762881,239.451040945596,240.419648942716,246.579040865597,235.451040945596,2383.63918499544,238.292257579833,161.882433188474,13.00460799712,696.912164582379,514.579907562543,562.024164422379,572.211907882542
"Lagothrix.flavicauda",-77.67236111,-6.724916667,161.079507061388,126.243879888373,82.6366666400003,526.290273624184,233.209387045761,81.5372338052017,151.67215324056,162.470720413761,152.470720413761,166.405780421575,152.470720413761,880.277838153361,134.496099754797,25.890459905678,46.2749066792544,334.417326063273,82.9032596934069,275.483839454714,82.9032596934069
"Lagothrix.flavicauda",-76.62575,-8.492083333,188.065279933697,144.144260012432,83.2851599917122,600.09414003045,267.198379946417,95.5884399174093,171.609940029008,189.904699937841,179.065279933697,195.090119933985,179.065279933697,1074.36839993247,143.04206000299,38.0966399748476,40.8951000207199,389.798759988828,120.807919924543,330.897220058698,120.807919924543
"Lagothrix.flavicauda",-76.84869444,-8.379805556,141.635725439707,150.382960713629,81.1010391903712,634.946839234842,226.099499998151,41.3032843212631,184.796215676887,143.635725439707,132.585205844521,149.170244938893,132.585205844521,902.436540340522,134.13133344,18.819117667113,54.7659214272589,355.958814068814,61.206460967781,312.01428474096,61.206460967781
"Lagothrix.flavicauda",-77.61438889,-6.846805556,152.175359456943,131.494675696318,83,547.100933921765,225.489359520943,68.4140348972575,157.075324623686,153.308683888626,142.973368321259,157.175359456943,142.973368321259,962.250305859071,145.178622670423,28.3853157113689,46.3760088483161,363.705876747585,92.1346316307405,303.460543387584,92.1346316307405
"Lagothrix.flavicauda",-77.65805556,-6.716555556,161.686381056711,125.662898134756,82.2933334400003,528.944781227376,233.863945559467,82.4055986133336,151.458346946133,163.267945463467,153.267945463467,167.179163212089,153.267945463467,888.002387275369,135.027734026666,26.7070402303992,45.6355377784894,335.753175067731,85.6013518499528,276.890828217598,85.6013518499528
"Lagothrix.flavicauda",-77.40547222,-6.44075,189.626585350721,109.95226397504,78.1894212716802,513.752591653124,256.644629346561,116.881786643202,139.76284270336,189.899830639042,181.839874634881,195.839874634881,181.839874634881,941.067554539192,131.222176143359,38.5012454483193,36.0541319875202,330.213019006718,119.717025629118,276.699553579198,119.717025629118
"Lagothrix.flavicauda",-76.3236612,-8.925323388,225.255166474654,131.652470506673,87.5755679466637,431.608664853458,296.48320492799,146.792283141313,149.690921786678,227.987297674654,219.122973109317,229.601316901322,218.909016047985,1793.53842157824,224.634216586613,82.2912039253061,34.6140192266684,630.449966015866,258.588179514586,620.314652655793,259.230050698581
"Lagothrix.flavicauda",-74.7776503,-11.4135501,192.829385740964,140.539373477711,81.2231083481938,691.727543595788,271.452735218673,99.607161637349,171.845573581324,194.829385740964,182.240576140963,199.731397740963,182.240576140963,1734.90128155055,249.443468489149,54.7659376186726,44.926089025905,691.357137345161,186.266733533727,468.929510595214,186.266733533727
"Lagothrix.flavicauda",-75.67887732,-9.7577732,181.71020749835,150.463534340706,79.4431737797646,850.048255797634,268.007572559055,79.5601163576432,188.447456201412,183.035999148702,169.295460308232,191.515611628702,169.295460308232,691.319967076297,101.032644403302,13.6230974480028,55.9067081204707,289.796838460258,50.6382577741251,232.535971362843,55.8365833327148
"Lagothrix.flavicauda",-75.67895787,-9.729971449,192.954334641946,147.646624951165,80.3827879762785,804.296077147098,277.76734116111,94.2883949147814,183.478946246329,194.536876857527,181.341082362085,202.351180513528,181.341082362085,794.858351983705,114.125454711946,16.6035697383704,54.0294129274431,327.997535903419,60.7760394069707,266.408024060352,68.9450152486436
"Lagothrix.flavicauda",-77.67697222,-5.659611111,206.269612988748,97.8257633788133,76.7473332800003,487.453656180309,270.016946268748,143.685849449936,126.331096818813,206.100494730155,200.769397911342,213.269612988748,200.516731191342,1230.73230307651,134.766000167998,69.935118426592,18.0779999440005,371.558237077182,237.974903693182,322.972022047776,238.565806930369
"Lagothrix.flavicauda",-76.65522263,-8.654093523,181.226810681725,146.849900084778,82.2868437936114,625.441914007307,262.032037720632,85.0426690166888,176.989368703943,182.694324549466,171.847896055596,188.226810681725,171.847896055596,931.174622998138,128.86250927148,28.0748567104446,45.7883994111664,351.962970849664,90.405240205463,295.524919934902,90.405240205463
"Lagothrix.flavicauda",-76.62501133,-8.600876599,201.062656598271,140.593278388754,84.3418048320003,579.231180322953,277.95828047827,112.009109470272,165.949171007998,203.944192691026,192.062656598271,207.641890142271,192.062656598271,1147.25414191219,147.193290587694,45.9963230114711,37.6722829552433,411.788666945572,143.528700295169,356.558442283131,143.528700295169
